filepath,label
..\data\binario\Apto\Atento_03811.jpg,Apto
..\data\binario\Apto\Atento_01255.jpg,Apto
..\data\binario\Apto\Atento_01039.jpg,Apto
..\data\binario\NoApto\Bostezo_01163.jpg,NoApto
..\data\binario\NoApto\Bostezo_00791.jpg,NoApto
..\data\binario\NoApto\Bostezo_01811.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00177.jpg,NoApto
..\data\binario\NoApto\Bostezo_01525.jpg,NoApto
..\data\binario\NoApto\Bostezo_00070.jpg,NoApto
..\data\binario\NoApto\Bostezo_00486.jpg,NoApto
..\data\binario\NoApto\Bostezo_01014.jpg,NoApto
..\data\binario\Apto\Atento_04009.jpg,Apto
..\data\binario\Apto\Atento_00837.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01298.jpg,NoApto
..\data\binario\Apto\Atento_04754.jpg,Apto
..\data\binario\Apto\Atento_01972.jpg,Apto
..\data\binario\NoApto\Bostezo_02567.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00646.jpg,NoApto
..\data\binario\Apto\Atento_03195.jpg,Apto
..\data\binario\Apto\Atento_03196.jpg,Apto
..\data\binario\Apto\Atento_04226.jpg,Apto
..\data\binario\NoApto\Bostezo_03116.jpg,NoApto
..\data\binario\Apto\Atento_04256.jpg,Apto
..\data\binario\NoApto\Bostezo_02175.jpg,NoApto
..\data\binario\NoApto\Bostezo_01257.jpg,NoApto
..\data\binario\NoApto\Bostezo_01717.jpg,NoApto
..\data\binario\Apto\Atento_04619.jpg,Apto
..\data\binario\NoApto\Bostezo_01886.jpg,NoApto
..\data\binario\Apto\Atento_03591.jpg,Apto
..\data\binario\NoApto\Bostezo_02781.jpg,NoApto
..\data\binario\Apto\Atento_01973.jpg,Apto
..\data\binario\Apto\Atento_04435.jpg,Apto
..\data\binario\Apto\Atento_03443.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00100.jpg,NoApto
..\data\binario\Apto\Atento_02012.jpg,Apto
..\data\binario\Apto\Atento_01779.jpg,Apto
..\data\binario\NoApto\Bostezo_02914.jpg,NoApto
..\data\binario\NoApto\Bostezo_00465.jpg,NoApto
..\data\binario\Apto\Atento_01850.jpg,Apto
..\data\binario\NoApto\Bostezo_02963.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00082.jpg,NoApto
..\data\binario\Apto\Atento_04442.jpg,Apto
..\data\binario\Apto\Atento_00505.jpg,Apto
..\data\binario\NoApto\Bostezo_01309.jpg,NoApto
..\data\binario\Apto\Atento_03899.jpg,Apto
..\data\binario\Apto\Atento_03415.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00535.jpg,NoApto
..\data\binario\NoApto\Bostezo_00286.jpg,NoApto
..\data\binario\NoApto\Bostezo_03433.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00917.jpg,NoApto
..\data\binario\Apto\Atento_03773.jpg,Apto
..\data\binario\Apto\Atento_02002.jpg,Apto
..\data\binario\NoApto\Bostezo_02930.jpg,NoApto
..\data\binario\Apto\Atento_02583.jpg,Apto
..\data\binario\NoApto\Bostezo_03250.jpg,NoApto
..\data\binario\Apto\Atento_01790.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01265.jpg,NoApto
..\data\binario\Apto\Atento_02903.jpg,Apto
..\data\binario\NoApto\Bostezo_00728.jpg,NoApto
..\data\binario\Apto\Atento_01634.jpg,Apto
..\data\binario\Apto\Atento_04660.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00709.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00635.jpg,NoApto
..\data\binario\NoApto\Bostezo_02179.jpg,NoApto
..\data\binario\Apto\Atento_01924.jpg,Apto
..\data\binario\NoApto\Bostezo_01649.jpg,NoApto
..\data\binario\Apto\Atento_00792.jpg,Apto
..\data\binario\Apto\Atento_01055.jpg,Apto
..\data\binario\Apto\Atento_04425.jpg,Apto
..\data\binario\Apto\Atento_00459.jpg,Apto
..\data\binario\NoApto\Bostezo_02128.jpg,NoApto
..\data\binario\NoApto\Bostezo_00100.jpg,NoApto
..\data\binario\Apto\Atento_00786.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00021.jpg,NoApto
..\data\binario\Apto\Atento_02825.jpg,Apto
..\data\binario\NoApto\Bostezo_01642.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00884.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00127.jpg,NoApto
..\data\binario\NoApto\Bostezo_01405.jpg,NoApto
..\data\binario\Apto\Atento_00230.jpg,Apto
..\data\binario\Apto\Atento_02802.jpg,Apto
..\data\binario\NoApto\Bostezo_02220.jpg,NoApto
..\data\binario\Apto\Atento_00059.jpg,Apto
..\data\binario\Apto\Atento_01657.jpg,Apto
..\data\binario\NoApto\Bostezo_02982.jpg,NoApto
..\data\binario\NoApto\Bostezo_01768.jpg,NoApto
..\data\binario\Apto\Atento_01868.jpg,Apto
..\data\binario\NoApto\Bostezo_01759.jpg,NoApto
..\data\binario\Apto\Atento_04449.jpg,Apto
..\data\binario\NoApto\Bostezo_01992.jpg,NoApto
..\data\binario\Apto\Atento_00522.jpg,Apto
..\data\binario\Apto\Atento_03418.jpg,Apto
..\data\binario\Apto\Atento_00826.jpg,Apto
..\data\binario\Apto\Atento_03821.jpg,Apto
..\data\binario\Apto\Atento_00553.jpg,Apto
..\data\binario\Apto\Atento_04274.jpg,Apto
..\data\binario\Apto\Atento_02954.jpg,Apto
..\data\binario\Apto\Atento_04358.jpg,Apto
..\data\binario\NoApto\Bostezo_02421.jpg,NoApto
..\data\binario\Apto\Atento_00352.jpg,Apto
..\data\binario\NoApto\Bostezo_00930.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00789.jpg,NoApto
..\data\binario\Apto\Atento_03169.jpg,Apto
..\data\binario\Apto\Atento_01115.jpg,Apto
..\data\binario\NoApto\Bostezo_00956.jpg,NoApto
..\data\binario\NoApto\Bostezo_01427.jpg,NoApto
..\data\binario\Apto\Atento_02791.jpg,Apto
..\data\binario\Apto\Atento_01526.jpg,Apto
..\data\binario\Apto\Atento_04017.jpg,Apto
..\data\binario\Apto\Atento_02352.jpg,Apto
..\data\binario\Apto\Atento_01083.jpg,Apto
..\data\binario\NoApto\Bostezo_01536.jpg,NoApto
..\data\binario\Apto\Atento_02776.jpg,Apto
..\data\binario\NoApto\Bostezo_01821.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_01025.jpg,NoApto
..\data\binario\Apto\Atento_02815.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00175.jpg,NoApto
..\data\binario\NoApto\Bostezo_02191.jpg,NoApto
..\data\binario\NoApto\Bostezo_02517.jpg,NoApto
..\data\binario\Apto\Atento_02755.jpg,Apto
..\data\binario\NoApto\Bostezo_02370.jpg,NoApto
..\data\binario\NoApto\Bostezo_01614.jpg,NoApto
..\data\binario\NoApto\Bostezo_01750.jpg,NoApto
..\data\binario\Apto\Atento_00604.jpg,Apto
..\data\binario\Apto\Atento_00655.jpg,Apto
..\data\binario\Apto\Atento_00174.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00924.jpg,NoApto
..\data\binario\NoApto\Bostezo_00917.jpg,NoApto
..\data\binario\NoApto\Bostezo_02389.jpg,NoApto
..\data\binario\Apto\Atento_04674.jpg,Apto
..\data\binario\NoApto\Bostezo_02454.jpg,NoApto
..\data\binario\NoApto\Bostezo_00942.jpg,NoApto
..\data\binario\Apto\Atento_02754.jpg,Apto
..\data\binario\Apto\Atento_04016.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00703.jpg,NoApto
..\data\binario\Apto\Atento_00949.jpg,Apto
..\data\binario\Apto\Atento_02771.jpg,Apto
..\data\binario\NoApto\Bostezo_00569.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00360.jpg,NoApto
..\data\binario\Apto\Atento_04988.jpg,Apto
..\data\binario\NoApto\Bostezo_01294.jpg,NoApto
..\data\binario\Apto\Atento_03963.jpg,Apto
..\data\binario\Apto\Atento_01022.jpg,Apto
..\data\binario\Apto\Atento_04055.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00506.jpg,NoApto
..\data\binario\NoApto\Bostezo_01905.jpg,NoApto
..\data\binario\NoApto\Bostezo_01165.jpg,NoApto
..\data\binario\Apto\Atento_02925.jpg,Apto
..\data\binario\Apto\Atento_01851.jpg,Apto
..\data\binario\NoApto\Bostezo_00991.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00947.jpg,NoApto
..\data\binario\Apto\Atento_03173.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00733.jpg,NoApto
..\data\binario\NoApto\Bostezo_02846.jpg,NoApto
..\data\binario\Apto\Atento_03689.jpg,Apto
..\data\binario\NoApto\Bostezo_00127.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00486.jpg,NoApto
..\data\binario\NoApto\Bostezo_01135.jpg,NoApto
..\data\binario\Apto\Atento_01322.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00141.jpg,NoApto
..\data\binario\NoApto\Bostezo_01856.jpg,NoApto
..\data\binario\NoApto\Bostezo_02637.jpg,NoApto
..\data\binario\NoApto\Bostezo_03029.jpg,NoApto
..\data\binario\Apto\Atento_03651.jpg,Apto
..\data\binario\NoApto\Bostezo_03324.jpg,NoApto
..\data\binario\NoApto\Bostezo_00629.jpg,NoApto
..\data\binario\Apto\Atento_00002.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00638.jpg,NoApto
..\data\binario\NoApto\Bostezo_02354.jpg,NoApto
..\data\binario\Apto\Atento_04808.jpg,Apto
..\data\binario\NoApto\Bostezo_00454.jpg,NoApto
..\data\binario\NoApto\Bostezo_01104.jpg,NoApto
..\data\binario\Apto\Atento_01451.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01270.jpg,NoApto
..\data\binario\Apto\Atento_04770.jpg,Apto
..\data\binario\NoApto\Bostezo_02073.jpg,NoApto
..\data\binario\NoApto\Bostezo_01997.jpg,NoApto
..\data\binario\NoApto\Bostezo_02403.jpg,NoApto
..\data\binario\Apto\Atento_01426.jpg,Apto
..\data\binario\Apto\Atento_01642.jpg,Apto
..\data\binario\Apto\Atento_03095.jpg,Apto
..\data\binario\Apto\Atento_02567.jpg,Apto
..\data\binario\Apto\Atento_03249.jpg,Apto
..\data\binario\NoApto\Bostezo_03145.jpg,NoApto
..\data\binario\Apto\Atento_04833.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00893.jpg,NoApto
..\data\binario\Apto\Atento_03063.jpg,Apto
..\data\binario\NoApto\Bostezo_03168.jpg,NoApto
..\data\binario\Apto\Atento_02671.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00546.jpg,NoApto
..\data\binario\Apto\Atento_02607.jpg,Apto
..\data\binario\NoApto\Bostezo_03162.jpg,NoApto
..\data\binario\NoApto\Bostezo_02559.jpg,NoApto
..\data\binario\NoApto\Bostezo_01664.jpg,NoApto
..\data\binario\Apto\Atento_04254.jpg,Apto
..\data\binario\Apto\Atento_00398.jpg,Apto
..\data\binario\Apto\Atento_00943.jpg,Apto
..\data\binario\Apto\Atento_04307.jpg,Apto
..\data\binario\Apto\Atento_00045.jpg,Apto
..\data\binario\NoApto\Bostezo_00938.jpg,NoApto
..\data\binario\Apto\Atento_00381.jpg,Apto
..\data\binario\NoApto\Bostezo_00351.jpg,NoApto
..\data\binario\NoApto\Bostezo_02083.jpg,NoApto
..\data\binario\Apto\Atento_03957.jpg,Apto
..\data\binario\Apto\Atento_03038.jpg,Apto
..\data\binario\Apto\Atento_03955.jpg,Apto
..\data\binario\Apto\Atento_01197.jpg,Apto
..\data\binario\NoApto\Bostezo_02786.jpg,NoApto
..\data\binario\Apto\Atento_00228.jpg,Apto
..\data\binario\Apto\Atento_01717.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00214.jpg,NoApto
..\data\binario\Apto\Atento_00634.jpg,Apto
..\data\binario\NoApto\Bostezo_02785.jpg,NoApto
..\data\binario\NoApto\Bostezo_02467.jpg,NoApto
..\data\binario\Apto\Atento_04259.jpg,Apto
..\data\binario\Apto\Atento_00046.jpg,Apto
..\data\binario\Apto\Atento_00324.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00965.jpg,NoApto
..\data\binario\Apto\Atento_01413.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00362.jpg,NoApto
..\data\binario\NoApto\Bostezo_00603.jpg,NoApto
..\data\binario\Apto\Atento_04710.jpg,Apto
..\data\binario\Apto\Atento_01454.jpg,Apto
..\data\binario\NoApto\Bostezo_03351.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00280.jpg,NoApto
..\data\binario\NoApto\Bostezo_01574.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_01224.jpg,NoApto
..\data\binario\NoApto\Bostezo_02033.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00997.jpg,NoApto
..\data\binario\Apto\Atento_04935.jpg,Apto
..\data\binario\NoApto\Bostezo_02729.jpg,NoApto
..\data\binario\Apto\Atento_03129.jpg,Apto
..\data\binario\Apto\Atento_04148.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00938.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00895.jpg,NoApto
..\data\binario\NoApto\Bostezo_01363.jpg,NoApto
..\data\binario\NoApto\Bostezo_02742.jpg,NoApto
..\data\binario\Apto\Atento_02743.jpg,Apto
..\data\binario\Apto\Atento_03091.jpg,Apto
..\data\binario\Apto\Atento_03541.jpg,Apto
..\data\binario\Apto\Atento_04777.jpg,Apto
..\data\binario\NoApto\Bostezo_03466.jpg,NoApto
..\data\binario\Apto\Atento_02948.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00057.jpg,NoApto
..\data\binario\Apto\Atento_03134.jpg,Apto
..\data\binario\Apto\Atento_00538.jpg,Apto
..\data\binario\Apto\Atento_02767.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00215.jpg,NoApto
..\data\binario\Apto\Atento_00047.jpg,Apto
..\data\binario\Apto\Atento_02652.jpg,Apto
..\data\binario\Apto\Atento_02392.jpg,Apto
..\data\binario\Apto\Atento_00032.jpg,Apto
..\data\binario\NoApto\Bostezo_00821.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00530.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_01094.jpg,NoApto
..\data\binario\NoApto\Bostezo_03445.jpg,NoApto
..\data\binario\Apto\Atento_04122.jpg,Apto
..\data\binario\NoApto\Bostezo_01538.jpg,NoApto
..\data\binario\Apto\Atento_01385.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00846.jpg,NoApto
..\data\binario\NoApto\Bostezo_01508.jpg,NoApto
..\data\binario\Apto\Atento_04637.jpg,Apto
..\data\binario\NoApto\Bostezo_01531.jpg,NoApto
..\data\binario\NoApto\Bostezo_00159.jpg,NoApto
..\data\binario\Apto\Atento_02428.jpg,Apto
..\data\binario\NoApto\Bostezo_03035.jpg,NoApto
..\data\binario\Apto\Atento_00318.jpg,Apto
..\data\binario\Apto\Atento_00697.jpg,Apto
..\data\binario\NoApto\Bostezo_01417.jpg,NoApto
..\data\binario\NoApto\Bostezo_01507.jpg,NoApto
..\data\binario\Apto\Atento_02222.jpg,Apto
..\data\binario\Apto\Atento_04890.jpg,Apto
..\data\binario\Apto\Atento_03844.jpg,Apto
..\data\binario\Apto\Atento_04756.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00822.jpg,NoApto
..\data\binario\NoApto\Bostezo_01343.jpg,NoApto
..\data\binario\Apto\Atento_04781.jpg,Apto
..\data\binario\Apto\Atento_01345.jpg,Apto
..\data\binario\Apto\Atento_00485.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00800.jpg,NoApto
..\data\binario\NoApto\Bostezo_02847.jpg,NoApto
..\data\binario\NoApto\Bostezo_02157.jpg,NoApto
..\data\binario\Apto\Atento_02987.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00329.jpg,NoApto
..\data\binario\Apto\Atento_01913.jpg,Apto
..\data\binario\Apto\Atento_00057.jpg,Apto
..\data\binario\NoApto\Bostezo_02482.jpg,NoApto
..\data\binario\Apto\Atento_03232.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00123.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00313.jpg,NoApto
..\data\binario\NoApto\Bostezo_03474.jpg,NoApto
..\data\binario\NoApto\Bostezo_00230.jpg,NoApto
..\data\binario\Apto\Atento_02085.jpg,Apto
..\data\binario\Apto\Atento_02279.jpg,Apto
..\data\binario\NoApto\Bostezo_02263.jpg,NoApto
..\data\binario\Apto\Atento_02445.jpg,Apto
..\data\binario\Apto\Atento_03888.jpg,Apto
..\data\binario\Apto\Atento_02859.jpg,Apto
..\data\binario\NoApto\Bostezo_03393.jpg,NoApto
..\data\binario\NoApto\Bostezo_01084.jpg,NoApto
..\data\binario\NoApto\Bostezo_00096.jpg,NoApto
..\data\binario\Apto\Atento_04518.jpg,Apto
..\data\binario\Apto\Atento_03515.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01336.jpg,NoApto
..\data\binario\Apto\Atento_01137.jpg,Apto
..\data\binario\Apto\Atento_03148.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00052.jpg,NoApto
..\data\binario\NoApto\Bostezo_03173.jpg,NoApto
..\data\binario\Apto\Atento_01624.jpg,Apto
..\data\binario\NoApto\Bostezo_02308.jpg,NoApto
..\data\binario\Apto\Atento_04993.jpg,Apto
..\data\binario\Apto\Atento_00601.jpg,Apto
..\data\binario\Apto\Atento_01621.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01126.jpg,NoApto
..\data\binario\Apto\Atento_03423.jpg,Apto
..\data\binario\NoApto\Bostezo_03338.jpg,NoApto
..\data\binario\NoApto\Bostezo_00327.jpg,NoApto
..\data\binario\Apto\Atento_00081.jpg,Apto
..\data\binario\Apto\Atento_04876.jpg,Apto
..\data\binario\NoApto\Bostezo_01146.jpg,NoApto
..\data\binario\Apto\Atento_04484.jpg,Apto
..\data\binario\NoApto\Bostezo_03155.jpg,NoApto
..\data\binario\NoApto\Bostezo_00951.jpg,NoApto
..\data\binario\NoApto\Bostezo_00348.jpg,NoApto
..\data\binario\Apto\Atento_00497.jpg,Apto
..\data\binario\Apto\Atento_04401.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01021.jpg,NoApto
..\data\binario\NoApto\Bostezo_01823.jpg,NoApto
..\data\binario\Apto\Atento_04211.jpg,Apto
..\data\binario\Apto\Atento_03986.jpg,Apto
..\data\binario\Apto\Atento_02217.jpg,Apto
..\data\binario\Apto\Atento_04255.jpg,Apto
..\data\binario\NoApto\Bostezo_02879.jpg,NoApto
..\data\binario\Apto\Atento_04648.jpg,Apto
..\data\binario\Apto\Atento_02476.jpg,Apto
..\data\binario\Apto\Atento_03891.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00043.jpg,NoApto
..\data\binario\Apto\Atento_01576.jpg,Apto
..\data\binario\Apto\Atento_01683.jpg,Apto
..\data\binario\Apto\Atento_03601.jpg,Apto
..\data\binario\NoApto\Bostezo_01057.jpg,NoApto
..\data\binario\NoApto\Bostezo_01091.jpg,NoApto
..\data\binario\NoApto\Bostezo_00122.jpg,NoApto
..\data\binario\Apto\Atento_02023.jpg,Apto
..\data\binario\Apto\Atento_00436.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00872.jpg,NoApto
..\data\binario\Apto\Atento_02093.jpg,Apto
..\data\binario\NoApto\Bostezo_03427.jpg,NoApto
..\data\binario\NoApto\Bostezo_00932.jpg,NoApto
..\data\binario\NoApto\Bostezo_03187.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_01053.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00218.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_01187.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_01171.jpg,NoApto
..\data\binario\Apto\Atento_04926.jpg,Apto
..\data\binario\Apto\Atento_01208.jpg,Apto
..\data\binario\Apto\Atento_02582.jpg,Apto
..\data\binario\Apto\Atento_02840.jpg,Apto
..\data\binario\NoApto\Bostezo_01690.jpg,NoApto
..\data\binario\Apto\Atento_01206.jpg,Apto
..\data\binario\Apto\Atento_01116.jpg,Apto
..\data\binario\NoApto\Bostezo_03436.jpg,NoApto
..\data\binario\NoApto\Bostezo_03101.jpg,NoApto
..\data\binario\Apto\Atento_01620.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00093.jpg,NoApto
..\data\binario\NoApto\Bostezo_03405.jpg,NoApto
..\data\binario\Apto\Atento_01424.jpg,Apto
..\data\binario\NoApto\Bostezo_02459.jpg,NoApto
..\data\binario\NoApto\Bostezo_00561.jpg,NoApto
..\data\binario\NoApto\Bostezo_00045.jpg,NoApto
..\data\binario\Apto\Atento_02793.jpg,Apto
..\data\binario\Apto\Atento_04812.jpg,Apto
..\data\binario\Apto\Atento_02033.jpg,Apto
..\data\binario\Apto\Atento_02273.jpg,Apto
..\data\binario\NoApto\Bostezo_00557.jpg,NoApto
..\data\binario\Apto\Atento_02678.jpg,Apto
..\data\binario\Apto\Atento_00517.jpg,Apto
..\data\binario\NoApto\Bostezo_01549.jpg,NoApto
..\data\binario\NoApto\Bostezo_00653.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00932.jpg,NoApto
..\data\binario\Apto\Atento_04386.jpg,Apto
..\data\binario\NoApto\Bostezo_02001.jpg,NoApto
..\data\binario\Apto\Atento_00652.jpg,Apto
..\data\binario\Apto\Atento_00554.jpg,Apto
..\data\binario\Apto\Atento_00850.jpg,Apto
..\data\binario\Apto\Atento_02250.jpg,Apto
..\data\binario\NoApto\Bostezo_00135.jpg,NoApto
..\data\binario\Apto\Atento_02059.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00371.jpg,NoApto
..\data\binario\Apto\Atento_01418.jpg,Apto
..\data\binario\Apto\Atento_04839.jpg,Apto
..\data\binario\Apto\Atento_00719.jpg,Apto
..\data\binario\NoApto\Bostezo_00178.jpg,NoApto
..\data\binario\Apto\Atento_03466.jpg,Apto
..\data\binario\NoApto\Bostezo_01433.jpg,NoApto
..\data\binario\NoApto\Bostezo_01212.jpg,NoApto
..\data\binario\NoApto\Bostezo_01444.jpg,NoApto
..\data\binario\Apto\Atento_03803.jpg,Apto
..\data\binario\NoApto\Bostezo_02744.jpg,NoApto
..\data\binario\Apto\Atento_00060.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00853.jpg,NoApto
..\data\binario\Apto\Atento_02822.jpg,Apto
..\data\binario\Apto\Atento_00531.jpg,Apto
..\data\binario\NoApto\Bostezo_03373.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00724.jpg,NoApto
..\data\binario\NoApto\Bostezo_00208.jpg,NoApto
..\data\binario\NoApto\Bostezo_01951.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00447.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00131.jpg,NoApto
..\data\binario\NoApto\Bostezo_01430.jpg,NoApto
..\data\binario\NoApto\Bostezo_02274.jpg,NoApto
..\data\binario\NoApto\Bostezo_03157.jpg,NoApto
..\data\binario\Apto\Atento_02095.jpg,Apto
..\data\binario\Apto\Atento_00642.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01048.jpg,NoApto
..\data\binario\NoApto\Bostezo_01761.jpg,NoApto
..\data\binario\NoApto\Bostezo_02251.jpg,NoApto
..\data\binario\NoApto\Bostezo_01118.jpg,NoApto
..\data\binario\NoApto\Bostezo_01582.jpg,NoApto
..\data\binario\NoApto\Bostezo_03374.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_01118.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00526.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00346.jpg,NoApto
..\data\binario\Apto\Atento_04066.jpg,Apto
..\data\binario\NoApto\Bostezo_01128.jpg,NoApto
..\data\binario\NoApto\Bostezo_00499.jpg,NoApto
..\data\binario\Apto\Atento_04972.jpg,Apto
..\data\binario\NoApto\Bostezo_00934.jpg,NoApto
..\data\binario\Apto\Atento_00491.jpg,Apto
..\data\binario\NoApto\Bostezo_03142.jpg,NoApto
..\data\binario\Apto\Atento_01229.jpg,Apto
..\data\binario\Apto\Atento_03710.jpg,Apto
..\data\binario\Apto\Atento_02187.jpg,Apto
..\data\binario\Apto\Atento_00985.jpg,Apto
..\data\binario\NoApto\Bostezo_00567.jpg,NoApto
..\data\binario\Apto\Atento_00811.jpg,Apto
..\data\binario\Apto\Atento_03489.jpg,Apto
..\data\binario\Apto\Atento_01450.jpg,Apto
..\data\binario\Apto\Atento_04371.jpg,Apto
..\data\binario\Apto\Atento_00312.jpg,Apto
..\data\binario\Apto\Atento_00589.jpg,Apto
..\data\binario\NoApto\Bostezo_00257.jpg,NoApto
..\data\binario\Apto\Atento_03856.jpg,Apto
..\data\binario\NoApto\Bostezo_01769.jpg,NoApto
..\data\binario\NoApto\Bostezo_00025.jpg,NoApto
..\data\binario\Apto\Atento_03010.jpg,Apto
..\data\binario\Apto\Atento_02995.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00150.jpg,NoApto
..\data\binario\Apto\Atento_02369.jpg,Apto
..\data\binario\NoApto\Bostezo_00775.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00684.jpg,NoApto
..\data\binario\Apto\Atento_01215.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_00042.jpg,NoApto
..\data\binario\Apto\Atento_00181.jpg,Apto
..\data\binario\Apto\Atento_02077.jpg,Apto
..\data\binario\NoApto\Bostezo_02387.jpg,NoApto
..\data\binario\Apto\Atento_00198.jpg,Apto
..\data\binario\NoApto\Bostezo_03425.jpg,NoApto
..\data\binario\Apto\Atento_04181.jpg,Apto
..\data\binario\Apto\Atento_00636.jpg,Apto
..\data\binario\Apto\Atento_04892.jpg,Apto
..\data\binario\Apto\Atento_01752.jpg,Apto
..\data\binario\Apto\Atento_04340.jpg,Apto
..\data\binario\NoApto\Bostezo_02943.jpg,NoApto
..\data\binario\NoApto\Bostezo_03093.jpg,NoApto
..\data\binario\Apto\Atento_03398.jpg,Apto
..\data\binario\NoApto\Bostezo_01494.jpg,NoApto
..\data\binario\Apto\Atento_01950.jpg,Apto
..\data\binario\NoApto\Bostezo_03330.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00339.jpg,NoApto
..\data\binario\Apto\Atento_01442.jpg,Apto
..\data\binario\Apto\Atento_00396.jpg,Apto
..\data\binario\Apto\Atento_00908.jpg,Apto
..\data\binario\NoApto\Bostezo_00580.jpg,NoApto
..\data\binario\Apto\Atento_04596.jpg,Apto
..\data\binario\Apto\Atento_01725.jpg,Apto
..\data\binario\NoApto\Bostezo_03454.jpg,NoApto
..\data\binario\NoApto\Bostezo_03231.jpg,NoApto
..\data\binario\Apto\Atento_00069.jpg,Apto
..\data\binario\NoApto\Eyes_Closed_01247.jpg,NoApto
..\data\binario\Apto\Atento_02068.jpg,Apto
..\data\binario\Apto\Atento_01026.jpg,Apto
..\data\binario\Apto\Atento_04128.jpg,Apto
..\data\binario\NoApto\Bostezo_02455.jpg,NoApto
..\data\binario\Apto\Atento_00030.jpg,Apto
..\data\binario\NoApto\Bostezo_03435.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00826.jpg,NoApto
..\data\binario\NoApto\Bostezo_00333.jpg,NoApto
..\data\binario\NoApto\Bostezo_03477.jpg,NoApto
..\data\binario\NoApto\Eyes_Closed_00108.jpg,NoApto
..\data\binario\NoApto\Bostezo_01702.jpg,NoApto
